original_sentence,dyslexic_sentence,error_type,correct_audio_path,dyslexic_audio_path
ආහාර පාන වලින් උපස්ථාන කරව.,ආහාර පනා වලින් උපස්ථාන කරව.,reversal,asr_sinhala/data/28/28cc0fe460.flac,
ඔය අතර අමනුෂ්‍යයන්ට,ඔය අතර අමනෂු්‍යයන්ට,reversal,asr_sinhala/data/6f/6fc9e00626.flac,
අනුමෝදන් කළ හැකි ය.,අනුමෝදන් ළ හැකි ය.,omission,asr_sinhala/data/cc/cc1488b3e1.flac,
තවත් පැති කීපයක් තියෙනවා.,තවත් පැති කීපයක් තියෙනා.,omission,asr_sinhala/data/8f/8f08c4f356.flac,
මොකද පල්ලිය බයයි,මොක දපල්ලිය බයයි,reversal,asr_sinhala/data/b0/b09d321e45.flac,
මොහු ඉතාමත්ම පිළිවෙලකට,මොහු ඉතාමත්ම පිළිවෙලතට,substitution,asr_sinhala/data/39/39d62def69.flac,
නිසි වියේදී මූලික අකුරු කරවූහ.,නිසි වියේදී මූලික අකුලු තරවූහ.,substitution,asr_sinhala/data/bf/bf14c3fe5e.flac,
ඉතින් ඔන්න ඔහේ ලියන්න හිතුනු,ඉතින් ඔන්න ඔහේ ලිනය්න හිතුනු,reversal,asr_sinhala/data/6a/6a3e1954e6.flac,
අද උතුරට ප්‍රජාතන්ත්‍රවාදය තියෙනව,අද උතුරට ප්‍රජාතන්ත්‍රවාද තියෙනව,omission,asr_sinhala/data/35/35c9bc6e87.flac,
මෙයට අවුරුදු දෙදහස් ගණනකට පෙර,මෙයට අවුරුදු දෙදහස් ගණනතඩ පෙර,substitution,asr_sinhala/data/aa/aa59f3180c.flac,
ජනපතිඳුනි මෙවැනි අපරාධ නැවත නොවෙන්නට,ජනපතිඳුනි ෙමවැනි අපරාධ නැවත නොවෙන්නට,reversal,asr_sinhala/data/c7/c7acfbfd16.flac,
සයිට් එකේ සෑහෙන්න වැදගත් දේවල් තියෙනවා,සයිට් එකේ සහෑෙන්න වැදගත් දේවල් තියෙනවා,reversal,asr_sinhala/data/f1/f14e9fb940.flac,
මුසුවීමට තිබූ ඉතාම වැදගත් නාලිකාව,මුසුවීට තිබූ ඉතාම වැදගත් නාලිකාව,omission,asr_sinhala/data/cf/cfd417a603.flac,
අනපේක්ෂිත ලාභවලට ඉඩ සැලසෙන අතර,අපනේක්ෂිත ලාභවලට ඉඩ සැලසෙන අතර,reversal,asr_sinhala/data/7c/7cf2b96cbe.flac,
නමුත් ඇතැම් ස්වාමීන් වහන්සේලා,නමු්ත ඇතැම් ස්වාමීන් වහන්සේලා,reversal,asr_sinhala/data/dd/dd9871e013.flac,
පියාසර කරන්නට ඇතැයි පැවසේ.,පියාසර රකන්නට ඇතැයි පැවසේ.,reversal,asr_sinhala/data/e5/e50280b62f.flac,
සම්ප්‍රාදානුකූලව අවාහ කොටගත් කාන්තාව හැර,සමප්‍රාදානුකූලව අවාහ කොටගත් කාන්තාව හැර,omission,asr_sinhala/data/d5/d5cdbade95.flac,
මෙම ක්‍රියාවලිය අඛණ්ඩව සිදුවෙයි.,මෙම ක්‍රියාවලි අඛණ්ඩව සිදුවෙයි.,omission,asr_sinhala/data/5f/5ffc2c8fd8.flac,
ගණන් ප්‍රශ්නයක් නැතැයි යන්න,ගණන් ප්‍රශ්නයක් නතැැයි යන්න,reversal,asr_sinhala/data/7c/7c7f04aa0d.flac,
විනය නීති කීප වතාවක් ම වෙනස් කර තිබේ.,විනය නීති කීප වතාවක් ම වෙනස් කර ිබේ.,omission,asr_sinhala/data/08/08079f5ec4.flac,
යුද්ධය අවසානයේදී,යුද්ධය අවසායේදී,omission,asr_sinhala/data/32/3259453349.flac,
විනය පරීක්‍ෂණයක් තියන්න වෙනවා.,විනය පරීක්‍ණයක් තියන්න වෙනවා.,omission,asr_sinhala/data/0d/0d6224362e.flac,
ඉටුවන ලකුණු පෙන්නුම් කරන අද දින,ඉටුවන ලකුණු බෙන්නුම් කරන අද දින,substitution,asr_sinhala/data/f7/f77c6900c7.flac,
මෙතෙක් එම ස්ථානයේ ගවේෂණ සිදුකැර නැත.,මෙතෙත් එම ශ්ථානයේ ගවේෂණ සිදුකැර නැත.,substitution,asr_sinhala/data/6e/6e0952ba8d.flac,
මේක මමත් සිංහලෙන් මේ විෂය ගැන කියවපු හොඳම ලිපියක්,මේක මමත් සිංහලෙන් මේ විෂය ගැන කියවබු හොඳම ලිපියක්,substitution,asr_sinhala/data/33/33f4c23ce8.flac,
එවිට අවට සිටින අයට,එවටි අවට සිටින අයට,reversal,asr_sinhala/data/34/34da7b927e.flac,
මේ සා විශාල ධර්මස්කන්ධය අතුරෙන්,මේ සා විශාල ධර්මඉස්කන්ධය අතුරෙන්,insertion,asr_sinhala/data/ff/fff527db07.flac,
දීඝ නිකායේ සාමඤ්ඤඵල සූත්‍රයේ,දීඝ නිකායේ සාමඤ්ඤල සූත්‍රයේ,omission,asr_sinhala/data/5b/5b9cac814a.flac,
ක්‍රියාකිරීමේ ඇති හැකියාවයි.,ක්‍රියාිකරීමේ ඇති හැකියාවයි.,reversal,asr_sinhala/data/01/01738f99bf.flac,
ටිකක් කල් දැම්මා.,ඩිතක් තල් දැම්මා.,substitution,asr_sinhala/data/be/be9683c4af.flac,
හිතක් පපුවක් නැතිව කකුල් අහිමි කලේ.,හිතක් පුවක් නැතිව කකුල් අහිමි කලේ.,omission,asr_sinhala/data/9a/9a8dfa0d54.flac,
එන්න බැරි වුණාට සමාව,එන්න බැරි වුණාටස මාව,reversal,asr_sinhala/data/2d/2d58495bcf.flac,
සත්වයාගේ ආයුෂත් කර්මයත් යන දෙකම,සත්වයාගේ ආයුෂත් කර්මයත් යන දෙතම,substitution,asr_sinhala/data/6e/6e83256070.flac,
බුදු හාමුදුරුවන්ටත් වඩා උන් බණ දන්නවා,බුදු හාුදුරුවන්ටත් වඩා උන් බණ දන්නවා,omission,asr_sinhala/data/03/030d02e9f6.flac,
එනම් රයිනෝසිරස්ගේ කකුල් සැදී ඇති ආකාරයටමය,එනම් රයිනෝසිරස්ගේකකුල් සැදී ඇති ආකාරයටමය,omission,asr_sinhala/data/fc/fc099acfb6.flac,
ශෛලමය ගරාදි වැටක් යොදා නොමැත.,ශෛලමය දරාදි වැටත් යොදා නොමැත.,substitution,asr_sinhala/data/b8/b8c8f7e4e6.flac,
එම උපදෙස් අනුව පාලනය කරන්නේ,එම උපදසේ අනුව පාලනය කරන්නේ,reversal,asr_sinhala/data/69/6903037c5c.flac,
උචිත විය යුතුයි වර නැගීම.,උචිතවිය යුතුයි වර නැගීම.,omission,asr_sinhala/data/a9/a91e778c13.flac,
කුමාර බණ්ඩාගේ නිවෙසට යන ගමනේදී,කුමාර බණ්ඩගේ නිවෙසට යන ගමනේදී,omission,asr_sinhala/data/b7/b7aed03597.flac,
ඒක වැරදියි,ඒක වැලදියි,substitution,asr_sinhala/data/72/72c4626414.flac,
කැමරා ශිල්පියෙකු ලෙස සම්බන්ධ වෙයි.,තැමරා ශිල්බියෙකු ලෙස සම්බන්ධ වෙයි.,substitution,asr_sinhala/data/f8/f86bd34526.flac,
kissing games,kissin games,omission,asr_sinhala/data/37/37401f5636.flac,
නවීන මහා මාර්ග පද්ධතියක් අත්‍යවශ්‍ය බවයි,නවීන මා මාර්ග පද්ධතියක් අත්‍යවශ්‍ය බවයි,omission,asr_sinhala/data/44/44e9040e4d.flac,
බලන්ගොඩ පොලිසිය සැකකරයි,බලන්ගොඩ පොිසිය සැකකරයි,omission,asr_sinhala/data/06/06457ba250.flac,
එවිට බුද්ධොත්පාද කාලයකදී පමණක්,එවිට බුද්ධොත්පද කාලයකදී පමණක්,omission,asr_sinhala/data/de/de5471bc48.flac,
අපි නිකම්ම නිකම් විශ්වාස කළ පළියට,අපි නිකම් මනිකම් විශ්වාස කළ පළියට,reversal,asr_sinhala/data/21/21f81cf4d0.flac,
හැබැයි එයාට දේශපාලන විවේචනයක්,හැබැයි එාට දේශපාලන විවේචනයක්,omission,asr_sinhala/data/3c/3ce6d6c20c.flac,
මම එහෙම කිවුවේ,මම එහෙම කිවවේ,omission,asr_sinhala/data/6b/6bc03246c2.flac,
හෑල්ලු කරන්නේ නෑ.,හෑල්ලු කලන්නේ නෑ.,substitution,asr_sinhala/data/e4/e43d1354fc.flac,
ඒත් පිරිසක් නිසා,ඒත් බිරිසත් නිසා,substitution,asr_sinhala/data/d7/d76c46cbf9.flac,
සුදුසු කල විවාහ කරදීම සහ,සුදුශු තල විවාහ තරදීම සහ,substitution,asr_sinhala/data/cd/cdf98eb1d2.flac,
animal image,animal iamge,reversal,asr_sinhala/data/f6/f617f1df03.flac,
අවතීර්ණ වන බවට ඉඟියකි,අවතීර්ණවන බවට ඉඟියකි,omission,asr_sinhala/data/40/40d0835884.flac,
පින්වත්නි අපි ඒ ශ්‍රාවක සංඝරත්නය,පින්වත්නි අපි ඒ ශ්‍රාවත සංඝරත්නය,substitution,asr_sinhala/data/b0/b07d4e6734.flac,
භාවනා ප්‍රගුණ කිරීම බව පැහැදිලි ය,භවානා ප්‍රගුණ කිරීම බව පැහැදිලි ය,reversal,asr_sinhala/data/b8/b884641afc.flac,
දීලා තියෙන කොපිවල,දීලා තියෙනකොපිවල,omission,asr_sinhala/data/01/016fea1d30.flac,
සමාජ ප්‍රගතිය උදෙසා මිස,සමාජ ප්‍රගතිය උදෙසාම ිස,reversal,asr_sinhala/data/d6/d67a3a96c5.flac,
බීමට එතරම් අවශ්‍යතාවයක්හැකියාවක් නැති,බීමට එතරම් අවශ්‍යතාවයක්හැකියාව් නැති,omission,asr_sinhala/data/4e/4e3c241e70.flac,
තමුන්ට කියලා නමක් වත් නැති එකෙක්,තමුනට් කියලා නමක් වත් නැති එකෙක්,reversal,asr_sinhala/data/21/21c5ea28d7.flac,
එහි අධ්‍යක්ෂ සජීව චාමීකර මහතා පවසන්නේ,එහිඅ ධ්‍යක්ෂ සජීව චාමීකර මහතා පවසන්නේ,reversal,asr_sinhala/data/b7/b7f3dd63bc.flac,
තිබෙන සිහින් බිම්තීරුවක්,තිබෙන සිහින් බි්තීරුවක්,omission,asr_sinhala/data/ee/ee53af015f.flac,
ඔහු රටේ සංවර්ධනයට දායකත්වයක් දක්වන අතරම,ඔහු රටේ සංවර්ධනයට දායකත්වයක් දත්වන අතලම,substitution,asr_sinhala/data/e9/e906b4254b.flac,
හැබැයි ඒවා මේ විදියට කතා කරන්න,හැබැයි ඒවා ම ේවිදියට කතා කරන්න,reversal,asr_sinhala/data/df/df7246412b.flac,
එනිසා බදාදා ඉඳලා බලාගෙන ඉන්නවා,එනිසා බදාද ාඉඳලා බලාගෙන ඉන්නවා,reversal,asr_sinhala/data/bf/bfac7dbde9.flac,
